sku_id,asin,product_name,category,date,inventory_on_hand,sales_units,revenue,ad_spend,has_buy_box,my_price,competitor_price
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-15,139,152.4364,4573.09,2286.55,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-16,138,116.6417,3499.25,1749.62,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-17,138,120.3875,3611.62,1805.81,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-18,138,139.2078,4176.23,2088.11,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-19,138,124.2547,3727.64,1863.82,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-20,138,135.6016,4068.05,2034.03,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-21,138,147.1436,4414.31,2207.16,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-22,138,143.0561,4291.68,2145.84,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-23,138,159.2482,4777.45,2388.72,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-24,138,149.6525,4489.57,2244.78,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-25,137,155.6587,4669.76,2334.88,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-26,137,159.2016,4776.05,2388.03,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-27,137,135.8794,4076.38,2038.19,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-28,137,123.2971,3698.91,1849.45,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-29,137,151.633,4548.99,2274.49,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-30,137,143.8985,4316.95,2158.47,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-01-31,137,113.7214,3411.64,1705.82,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-01,137,124.2583,3727.75,1863.88,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-02,137,138.8346,4165.04,2082.52,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-03,137,121.8581,3655.74,1827.87,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-04,136,147.6947,4430.84,2215.42,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-05,136,131.2864,3938.59,1969.3,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-06,136,131.6307,3948.92,1974.46,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-07,136,131.7671,3953.01,1976.51,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-08,136,140.5843,4217.53,2108.76,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-09,136,155.2977,4658.93,2329.47,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-10,136,129.3023,3879.07,1939.54,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-11,136,127.6488,3829.46,1914.73,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-12,136,154.7596,4642.79,2321.39,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-13,135,131.0964,3932.89,1966.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-14,135,137.8782,4136.35,2068.18,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-15,135,120.1533,3604.6,1802.3,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-16,135,131.7008,3951.02,1975.51,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-17,135,126.2117,3786.35,1893.17,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-18,135,129.7946,3893.84,1946.92,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-19,135,133.096,3992.88,1996.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-20,135,141.3397,4240.19,2120.09,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-21,135,128.9371,3868.11,1934.06,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-22,135,109.0905,3272.72,1636.36,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-23,134,114.8451,3445.35,1722.67,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-24,134,110.1659,3304.98,1652.49,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-25,134,118.744,3562.32,1781.16,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-26,134,148.1345,4444.03,2222.01,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-27,134,147.5242,4425.73,2212.86,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-02-28,134,120.6407,3619.22,1809.61,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-01,134,108.0814,3242.44,1621.22,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-02,134,160.4351,4813.05,2406.53,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-03,134,141.6184,4248.55,2124.28,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-04,133,141.5931,4247.79,2123.89,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-05,133,157.3736,4721.21,2360.61,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-06,133,107.7105,3231.32,1615.66,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-07,133,113.2638,3397.91,1698.95,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-08,133,136.475,4094.25,2047.12,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-09,133,143.5737,4307.21,2153.61,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-10,133,115.205,3456.15,1728.08,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-11,133,145.9203,4377.61,2188.8,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-12,133,149.5921,4487.76,2243.88,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-13,133,111.7672,3353.02,1676.51,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-14,132,122.4782,3674.35,1837.17,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-15,132,156.5879,4697.64,2348.82,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-16,132,143.6026,4308.08,2154.04,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-17,132,142.199,4265.97,2132.99,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-18,132,110.9972,3329.92,1664.96,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-19,132,150.3986,4511.96,2255.98,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-20,132,111.8305,3354.91,1677.45,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-21,132,146.5948,4397.84,2198.92,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-22,132,127.8298,3834.89,1917.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-23,131,131.8085,3954.26,1977.13,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-24,131,149.7623,4492.87,2246.43,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-25,131,110.5703,3317.11,1658.56,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-26,131,138.2944,4148.83,2074.41,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-27,131,141.9442,4258.33,2129.16,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-28,131,143.2181,4296.54,2148.27,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-29,131,118.8297,3564.89,1782.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-30,131,132.7566,3982.7,1991.35,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-03-31,131,127.288,3818.64,1909.32,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-01,131,118.4556,3553.67,1776.84,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-02,130,147.7019,4431.06,2215.53,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-03,130,150.2367,4507.1,2253.55,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-04,130,128.3965,3851.89,1925.94,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-05,130,123.8312,3714.94,1857.47,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-06,130,148.2781,4448.34,2224.17,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-07,130,114.9594,3448.78,1724.39,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-08,130,121.5244,3645.73,1822.87,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-09,130,140.1482,4204.45,2102.22,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-10,130,104.2103,3126.31,1563.15,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-11,130,108.0348,3241.04,1620.52,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-12,129,128.8038,3864.11,1932.06,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-13,129,139.1476,4174.43,2087.22,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-14,129,128.7107,3861.32,1930.66,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-15,129,108.0685,3242.05,1621.03,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-16,129,138.8693,4166.08,2083.04,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-17,129,133.074,3992.22,1996.11,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-18,129,130.3577,3910.73,1955.37,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-19,129,141.3168,4239.5,2119.75,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-20,129,138.9862,4169.59,2084.8,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-21,128,115.6771,3470.31,1735.15,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-22,128,112.5629,3376.89,1688.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-23,128,130.0797,3902.39,1951.19,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-24,128,111.9977,3359.93,1679.96,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-25,128,127.2208,3816.62,1908.31,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-26,128,152.313,4569.39,2284.7,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-27,128,116.7252,3501.76,1750.88,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-28,128,112.0887,3362.66,1681.33,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-29,128,111.2474,3337.42,1668.71,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-04-30,128,129.246,3877.38,1938.69,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-01,127,151.5701,4547.1,2273.55,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-02,127,137.3471,4120.41,2060.2,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-03,127,145.9358,4378.07,2189.03,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-04,127,146.0318,4380.95,2190.47,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-05,127,125.4256,3762.77,1881.38,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-06,127,110.8565,3325.69,1662.85,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-07,127,149.1355,4474.07,2237.03,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-08,127,142.9853,4289.56,2144.78,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-09,127,104.9983,3149.95,1574.97,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-10,126,103.8757,3116.27,1558.13,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-11,126,129.5259,3885.78,1942.89,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-12,126,151.1869,4535.61,2267.8,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-13,126,139.4828,4184.48,2092.24,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-14,126,140.6924,4220.77,2110.39,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-15,126,127.067,3812.01,1906.01,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-16,126,122.9421,3688.26,1844.13,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-17,126,150.3627,4510.88,2255.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-18,126,131.6961,3950.88,1975.44,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-19,126,137.5634,4126.9,2063.45,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-20,125,110.7471,3322.41,1661.2,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-21,125,133.3407,4000.22,2000.11,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-22,125,108.8602,3265.81,1632.9,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-23,125,100.2059,3006.18,1503.09,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-24,125,129.675,3890.25,1945.12,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-25,125,111.4667,3344.0,1672.0,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-26,125,134.9061,4047.18,2023.59,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-27,125,134.0145,4020.43,2010.21,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-28,125,138.9063,4167.19,2083.59,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-29,124,132.4843,3974.53,1987.27,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-30,124,120.6313,3618.94,1809.47,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-05-31,124,131.5874,3947.62,1973.81,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-01,124,140.3649,4210.95,2105.47,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-02,124,107.4644,3223.93,1611.96,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-03,124,136.2768,4088.3,2044.15,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-04,124,113.3595,3400.78,1700.39,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-05,124,133.0627,3991.88,1995.94,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-06,124,145.5095,4365.28,2182.64,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-07,124,123.2084,3696.25,1848.12,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-08,123,100.6957,3020.87,1510.43,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-09,123,114.5415,3436.24,1718.12,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-10,123,103.0606,3091.82,1545.91,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-11,123,139.6369,4189.11,2094.55,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-12,123,145.1669,4355.01,2177.51,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-13,123,131.3533,3940.6,1970.3,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-14,123,100.1999,3006.0,1503.0,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-15,123,121.2275,3636.83,1818.41,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-16,123,142.9692,4289.08,2144.54,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-17,122,126.645,3799.35,1899.67,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-18,122,121.955,3658.65,1829.33,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-19,122,114.82,3444.6,1722.3,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-20,122,130.4627,3913.88,1956.94,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-21,122,113.7364,3412.09,1706.05,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-22,122,111.6101,3348.3,1674.15,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-23,122,137.1163,4113.49,2056.74,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-24,122,119.5304,3585.91,1792.95,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-25,122,113.0273,3390.82,1695.41,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-26,122,116.8621,3505.86,1752.93,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-27,121,145.121,4353.63,2176.82,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-28,121,123.3768,3701.3,1850.65,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-29,121,106.0584,3181.75,1590.88,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-06-30,121,133.5221,4005.66,2002.83,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-01,121,133.578,4007.34,2003.67,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-02,121,123.2701,3698.1,1849.05,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-03,121,117.7951,3533.85,1766.92,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-04,121,102.4055,3072.16,1536.08,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-05,121,125.8259,3774.78,1887.39,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-06,120,104.0079,3120.24,1560.12,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-07,120,122.8807,3686.42,1843.21,true,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-08,120,143.9395,4318.19,2159.09,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-09,120,118.3021,3549.06,1774.53,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-10,120,135.9995,4079.99,2039.99,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-11,120,130.3372,3910.12,1955.06,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-12,120,108.9789,3269.37,1634.68,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-13,120,142.7358,4282.07,2141.03,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-14,120,122.0831,3662.49,1831.24,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-15,120,139.6945,4190.84,2095.42,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-16,119,137.5397,4126.19,2063.09,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-17,119,108.6362,3259.09,1629.55,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-18,119,115.1541,3454.62,1727.31,false,30.0,28.0
DEF-002,B0DEF00200,Organic Protein Powder,Grocery,2026-07-19,119,119.4736,3584.21,1792.11,false,30.0,28.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-01,420,95.8792,3355.77,838.94,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-02,420,108.5699,3799.95,949.99,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-03,419,104.408,3654.28,913.57,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-04,419,106.3805,3723.32,930.83,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-05,419,106.859,3740.06,935.01,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-06,418,102.7378,3595.82,898.96,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-07,418,91.5097,3202.84,800.71,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-08,418,107.4484,3760.69,940.17,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-09,417,115.8734,4055.57,1013.89,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-10,417,114.4995,4007.48,1001.87,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-11,417,117.1936,4101.78,1025.44,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-12,417,110.952,3883.32,970.83,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-13,416,124.0676,4342.37,1085.59,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-14,416,84.7207,2965.22,741.3,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-15,416,107.6453,3767.59,941.9,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-16,415,119.3579,4177.53,1044.38,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-17,415,104.8169,3668.59,917.15,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-18,415,112.8848,3950.97,987.74,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-19,414,109.9956,3849.85,962.46,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-20,414,102.2406,3578.42,894.61,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-21,414,96.7463,3386.12,846.53,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-22,413,109.5403,3833.91,958.48,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-23,413,117.8217,4123.76,1030.94,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-24,413,98.2361,3438.26,859.57,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-25,412,112.1308,3924.58,981.14,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-26,412,118.3781,4143.23,1035.81,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-27,412,85.1796,2981.29,745.32,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-28,411,120.1948,4206.82,1051.7,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-29,411,112.9415,3952.95,988.24,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-30,411,86.2177,3017.62,754.4,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-01-31,411,117.9337,4127.68,1031.92,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-01,410,110.5174,3868.11,967.03,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-02,410,83.8693,2935.43,733.86,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-03,410,93.9375,3287.81,821.95,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-04,409,87.816,3073.56,768.39,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-05,409,104.94,3672.9,918.23,false,35.0,30.0
